Type,Name,Flavor Profile,Image,Size,Strength
Sub-Ohm,Sadboy Strawberry Jam,"SUB, Sadboy, Strawberry, Cookie, Jam, Dessert",sadboy-strawberry-jam.jpg,,
Sub-Ohm,Sadboy Unicorn Tears,"SUB, Sadboy, Citrus, Cookie, Dessert",sadboy-unicorn-tears.jpg,,
Sub-Ohm,Shijin Tortoise Blood - Blue Raspberry and Green Apple with a sweet sherbet after tone.,"Blue Raspberry, Blue Razz, Apple, Green Apple, Fruit, Candy, Sherbert",shijin-tortoise-blood-blue-raspberry-and-green-apple-with-a-sweet-sherbet-after-tone.png,,
Sub-Ohm,Shijin Tortoise Blood on ICE - Iced Blue Raspberry and Green Apple with a sweet sherbet after tone.,"Blue Raspberry, Blue Razz, Apple, Green Apple, Fruit, Candy, Sherbert, Ice, Menthol",shijin-tortoise-blood-on-ice-iced-blue-raspberry-and-green-apple-with-a-sweet-sherbet-after-tone.jpg,,
Sub-Ohm,Smoke Crossroads Carolina Red - Tobacco,Tobacco,smoke-crossroads-carolina-red-tobacco.jpg,,
Sub-Ohm,Suicide Bunny Mother's Milk - Strawberries slowly revealing themselves in the haze of creamy custard.,"Strawberry, Cream, Custard, Milk, Dessert",suicide-bunny-mother-s-milk-strawberries-slowly-revealing-themselves-in-the-haze-of-creamy-custard.jpg,,
Sub-Ohm,Suicide Bunny Sucker Punch - Strawberries and dragon fruit with a creamy fruit blend.,"Cream, Dragonfruit, Vanilla, Dessert",suicide-bunny-sucker-punch-strawberries-and-dragon-fruit-with-a-creamy-fruit-blend.jpg,,
Sub-Ohm,Taylor Pinky Palmer,"Strawberry, Lemon, Lemonade, Iced Tea, Tea, Fruit",taylor-pinky-palmer.jpg,,
Sub-Ohm,Taylor Snickerdoodle Crunch,"Vanilla, Cream, Cinnamon, Sugar, Cookie, Dessert",taylor-snickerdoodle-crunch.jpg,,
Sub-Ohm,The Finest Tiramisu Custard,"Coffee, Cream, Tiramisu, Vanilla, Custard, Graham, Dessert",the-finest-tiramisu-custard.jpg,,
Sub-Ohm,Twist Blend No. 1 - A fruity fusion of exotic fruits that emulate a tropical paradise.,"Orange, Strawberry, Blueberry, Pineapple, Fruit",twist-blend-no-1-a-fruity-fusion-of-exotic-fruits-that-emulate-a-tropical-paradise.jpg,,
Sub-Ohm,"Twist Frosted Amber - A light and airy, almost cake-like confection, topped with warm vanilla frosting and sprinkles.","Cookie, Vanilla, Sugar, Frosting, Cream, Dessert",twist-frosted-amber-a-light-and-airy-almost-cake-like-confection-topped-with-warm-vanilla-frosting-and-sprinkles.jpg,,
Sub-Ohm,Twist Green No. 1 - Sweet melon and cool honeydew.,"Honeydew, Cantaloupe, Candy, Melon, Fruit",twist-green-no-1-sweet-melon-and-cool-honeydew.png,,
Sub-Ohm,Twist Pink No. 1 - Pink Leonade.,"Lemon, Lemonade, Strawberry, Fruit",twist-pink-no-1-pink-leonade.jpg,,
Sub-Ohm,"Twist Purple Grape - Ripened grapes, fresh strawberries, and supple blueberries.","Grape, Berry, Strawberry, Blueberry, Raspberry, Fruit",twist-purple-grape-ripened-grapes-fresh-strawberries-and-supple-blueberries.jpg,,
Sub-Ohm,Twist Purple No. 1 - Mixed berry lemonade.,"Berry, Blueberry, Strawberry, Raspberry, Lemonade, Lemon, Fruit",twist-purple-no-1-mixed-berry-lemonade.jpg,,
Sub-Ohm,Twist Red No. 1 - Juicy watermelons mixed into lemonade.,"Watermelon, Lemon, Lemonade, Fruit",twist-red-no-1-juicy-watermelons-mixed-into-lemonade.jpg,,
Sub-Ohm,Twist Tobacco Gold No. 1,Tobacco,twist-tobacco-gold-no-1.jpg,,
Sub-Ohm,Vapetasia Killer Kustard - Mix of vanilla and custard flavors.,"Custard, Vanilla, Cream, Dessert",vapetasia-killer-kustard-mix-of-vanilla-and-custard-flavors.jpg,,
Sub-Ohm,"Vapetasia Royalty 2 - notes of savory custard, nuts, and creamy vanilla; met with a mild earthy flavor.","Tobacco, Hazelnut, Vanilla, Cream, Custard, Dessert",vapetasia-royalty-2-notes-of-savory-custard-nuts-and-creamy-vanilla-met-with-a-mild-earthy-flavor.jpg,,
Sub-Ohm,Verdict Vapors Convict - Strawberry Milk,"Strawberry, Milk, Cream, Marshmallow, Dessert",verdict-vapors-convict-strawberry-milk.jpg,,
Sub-Ohm,Verdict Vapors Mints Chocomint,"Mint, Chocolate, Spearmint, Ice, Menthol, Candy",verdict-vapors-mints-chocomint.png,,
Sub-Ohm,Verdict Vapors Mints Peppermint,"Mint, Peppermint, Menthol, Ice",verdict-vapors-mints-peppermint.png,,
Sub-Ohm,Verdict Vapors Mints Spearmint,"Mint, Spearmint, Menthol, Ice",verdict-vapors-mints-spearmint.png,,
Sub-Ohm,Verdict Vapors Mints Wintergreen,"Mint, Wintergreen, Menthol, Ice",verdict-vapors-mints-wintergreen.png,,
Sub-Ohm,Verdict Vapors Warden - Hazelnut Pecan Butter,"Hazelnut, Pecan, Butter, Cream, Vanilla, Dessert",verdict-vapors-warden-hazelnut-pecan-butter.png,,
Sub-Ohm,VGod Apple Bomb,"Apple, Green Apple, Fruit, Candy",vgod-apple-bomb.jpg,,
Sub-Ohm,VGod Apple Bomb Iced,"Apple, Green Apple, Fruit, Candy, Ice, Menthol",vgod-apple-bomb-iced.jpg,,
Sub-Ohm,VGod Berry Bomb,"Strawberry, Fruit, Candy",vgod-berry-bomb.jpg,,
Sub-Ohm,VGod Berry Bomb Iced,"Strawberry, Fruit, Candy, Menthol, Ice",vgod-berry-bomb-iced.jpg,,
Sub-Ohm,Vgod Cubano - A Smooth Cuban Cigar with a drizzle of Creamy Vanilla.,"Tobacco, Cigar, Vanilla",vgod-cubano-a-smooth-cuban-cigar-with-a-drizzle-of-creamy-vanilla.png,,
Sub-Ohm,Vgod Cubano Black - A robust Cuban cigar flavor with hints of rich creamy custard.,"Tobacco, Custard, Vanilla",vgod-cubano-black-a-robust-cuban-cigar-flavor-with-hints-of-rich-creamy-custard.jpg,,
Sub-Ohm,"Vgod Cubano Silver - A full flavored Cuban cigar with a buttery vanilla custard,  a hint of spice, sweet caramelized brown sugar and honey.","Tobacco, Honey, Vanilla, Custard",vgod-cubano-silver-a-full-flavored-cuban-cigar-with-a-buttery-vanilla-custard-a-hint-of-spice-sweet-caramelized-brown-sugar-and-honey.jpg,,
Sub-Ohm,VGod Lucious - Fresh Watermelon on the Inhale with sweet undertones of Mixed Melons.,"Watermelon, Fruit, Candy",vgod-lucious-fresh-watermelon-on-the-inhale-with-sweet-undertones-of-mixed-melons.jpg,,
Sub-Ohm,VGod Lush Ice - Fresh Watermelon on the Inhale with sweet undertones of Mixed Melons and smooth Menthol.,"Watermelon, Fruit, Ice, Menthol, Lush, Candy",vgod-lush-ice-fresh-watermelon-on-the-inhale-with-sweet-undertones-of-mixed-melons-and-smooth-menthol.jpg,,
Sub-Ohm,VGod Mango Bomb,"Mango, Fruit",vgod-mango-bomb.jpg,,
Sub-Ohm,VGod Mango Bomb Iced,"Mango, Fruit, Ice, Menthol",vgod-mango-bomb-iced.jpg,,
Sub-Ohm,VGod Purple Bomb,"Grape, Fruit, Candy",vgod-purple-bomb.jpg,,
Sub-Ohm,VGod Sourlicious - Sour Watermelon Candy on the Inhale with subtle undertones of Mixed Melons and Sugar.,"Sour, watermelon, candy melon, sugar",vgod-sourlicious-sour-watermelon-candy-on-the-inhale-with-subtle-undertones-of-mixed-melons-and-sugar.jpg,,
Sub-Ohm,VGod Purple Bomb Iced,"Grape, Fruit, Candy, Ice, Menthol",vgod-purple-bomb-iced.jpg,,
Sub-Ohm,Yogi Apple Cinnamon Granola Bar,"Apple, Cinnamon, Granola, Dessert, Honey",yogi-apple-cinnamon-granola-bar.jpg,,
Sub-Ohm,Yogi Blueberry Granola Bar,"Blueberry, Granola, Honey, Desserrt",yogi-blueberry-granola-bar.jpg,,
Sub-Ohm,Yogi Java Granola Bar,"Coffee, Chocolate, Granola, Honey, Dessert",yogi-java-granola-bar.jpg,,
Sub-Ohm,Yogi Original Granola Bar,"Granola, Honey, Dessert",yogi-original-granola-bar.jpg,,
Sub-Ohm,Yogi Peanut Butter Banana Granola Bar,"Banana, Peanut Butter, Granola, Honey, Dessert",yogi-peanut-butter-banana-granola-bar.jpg,,
Sub-Ohm,Yogi Strawberry Granola Bar,"Strawberry, Granola, Honey, Dessert",yogi-strawberry-granola-bar.jpg,,
Sub-Ohm,Yogi Vanilla Tobacco Granola Bar,"Vanilla, Tobacco, Cream, Honey, Granola, Dessert",yogi-vanilla-tobacco-granola-bar.jpg,,
Kit,GeekVape Aegis Force,"Waterproof, shockproof, dustproof mod kit. COREX heating, dual 18650 batteries, 100W max output.",geekvape/aegis-force.webp,,
Kit,Vaporesso XROS 5 Mini,"Compact MTL pod kit. COREX 3.0 Tech, 1500mAh battery, adjustable airflow, 2A fast charging.",xros/xros5-mini.jpg,,
Kit,Vaporesso XROS 5 Nano,"Touchscreen pod kit. 1.09in touch display, 29 UI themes, COREX 3.0 Tech, 1600mAh battery, 2A fast charging. 8 colors.",xros/xros5-nano.webp,,
Kit,Vaporesso XROS 5,"MTL pod kit. COREX 3.0 Tech, 1500mAh battery, 3A fast charging, 0.88in HD screen, 14 colors.",xros/xros5.jpg,,
